id,modulo_id,subtema,tema,nivel,tipo,pregunta,opcion_a,opcion_b,opcion_c,opcion_d,respuesta_correcta,explicacion,formula,activo,created_at
15,8,teoria_productor,Etapas de Producción,basico,opcion_multiple,¿En qué etapa de la producción una empresa racional operará?,Etapa I (PMe creciente),Etapa II (PMg y PMe decrecientes pero positivos),Etapa III (PMg negativo),"Cualquier etapa, depende del precio",b,"Etapa I: Factor fijo subutilizado (ineficiente). Etapa III: PMg negativo (más trabajadores REDUCEN producción, absurdo). Etapa II es la ÚNICA zona racional: PMg > 0 (cada trabajador adicional produce algo) pero decreciente (rendimientos decrecientes).",Zona Racional: 0 < PMg < PMe,true,2026-02-01 16:29:51.846067
16,8,teoria_productor,Minimización de Costos,intermedio,opcion_multiple,Una empresa minimiza costos cuando:,PMgL / PL = PMgK / PK,PMgL = PMgK,PL = PK,RMST = 1,a,"Minimización de costos requiere que la productividad marginal por peso gastado sea IGUAL para todos los insumos. Si PMgL/PL > PMgK/PK, debes contratar más L y menos K (L es ""más productivo por peso""). También expresable como RMST = PL/PK.",PMgL/PL = PMgK/PK (Condición de 1er orden),true,2026-02-01 16:29:51.846067
17,8,teoria_productor,Optimización con Lagrange,avanzado,opcion_multiple,El multiplicador de Lagrange (λ) en el problema de maximización de producción sujeto a un presupuesto representa:,La productividad del gasto (cuánto aumenta Q por cada peso adicional de presupuesto),El costo marginal de producción,La elasticidad de escala,El producto marginal promedio,a,"λ = ∂Q/∂C mide cuántas unidades adicionales puedes producir con un peso más de presupuesto. Es la ""productividad del gasto"". A mayor λ, más eficiente es tu uso del presupuesto en generar output.",λ = ∂Q/∂Presupuesto,true,2026-02-01 16:29:51.846067
18,8,costos,Identificación de Costos,basico,opcion_multiple,Una empresa tiene CT(q) = 100 + 5q + 2q^2. Su costo fijo es:,$100,$5,$2,$0 (no hay costos fijos),a,"El costo fijo (CF) es el término que NO depende de q. En CT = 100 + 5q + 2q^2, el término constante es 100. Incluso si produces Q=0, pagas $100 (renta, seguros, etc.).",CT = CF + CV(q) donde CF es constante,true,2026-02-01 16:29:51.846067
19,8,costos,Relación entre Costos,intermedio,opcion_multiple,"Si CMe(q) = 10 + 2q y produces 5 unidades, ¿cuál es el Costo Total?",$20,$50,$100,$60,c,"CMe = CT/q, entonces CT = CMe × q. CMe(5) = 10 + 2(5) = 20. Por tanto, CT = 20 × 5 = $100.",CT = CMe × q,true,2026-02-01 16:29:51.846067
20,8,costos,Relación CMg y CMe,avanzado,opcion_multiple,El Costo Marginal corta al Costo Medio en su punto mínimo porque:,"Cuando CMg < CMe, el promedio está bajando; cuando CMg > CMe, está subiendo",Los costos fijos se minimizan en ese punto,Es una consecuencia de los rendimientos constantes a escala,El Producto Marginal es máximo en ese punto,a,"Es pura lógica matemática del promedio. Si el marginal (costo de la siguiente unidad) está por debajo del promedio, produce ""barato"" y el promedio baja. Si está por encima, produce ""caro"" y el promedio sube. El cambio de tendencia ocurre exactamente cuando CMg = CMe.",dCMe/dq = 0 cuando CMg = CMe,true,2026-02-01 16:29:51.846067
21,8,costos,Decisión de Cierre,intermedio,opcion_multiple,Una empresa debe cerrar en el corto plazo si:,Precio < Costo Medio Total,Precio < Costo Variable Medio,Precio < Costo Marginal,Beneficio económico es negativo,b,"En el corto plazo, los CF ya están hundidos. Solo importa si P cubre los CVMe. Si P < CVMe, ni siquiera cubres los costos variables (salarios, materiales). Mejor cerrar temporalmente. Si P > CVMe pero P < CMe, operas con pérdidas pero cubres algo de los CF.",Cerrar si: P < CVMe (corto plazo),true,2026-02-01 16:29:51.846067
22,8,costos,Corto vs Largo Plazo,basico,opcion_multiple,¿Cuál es la diferencia fundamental entre el corto y el largo plazo?,En el corto plazo hay al menos un factor fijo; en el largo todos son variables,El corto plazo dura menos de un año,En el largo plazo no hay costos fijos,Ambas: a y c,d,"Corto plazo: Al menos UN factor es fijo (ej. la planta). Hay CF. Largo plazo: TODOS los factores son variables, puedes cambiar TODO (tamaño de planta, ubicación). NO hay CF (todo es variable). No es cuestión de tiempo cronológico sino de flexibilidad.",LP: todos los insumos son variables,true,2026-02-01 16:29:51.846067
23,8,estructuras_mercado,Competencia Perfecta LP,basico,opcion_multiple,"En competencia perfecta, el equilibrio de largo plazo implica:","P = CMg = CMe mínimo, beneficio económico = 0","P > CMg, beneficios positivos","P < CMe, pérdidas permanentes",Barreras a la entrada altas,a,"Si hay beneficios extraordinarios (P > CMe), entran nuevas empresas → oferta aumenta → precio baja. Si hay pérdidas (P < CMe), empresas salen → oferta baja → precio sube. Equilibrio LP: P = CMe (mínimo) = CMg. Beneficio económico = 0 (solo beneficio normal).","Equilibrio LP: P = CMg = CMe_min, π = 0",true,2026-02-01 16:29:51.846067
24,8,estructuras_mercado,Maximización Monopolio,intermedio,opcion_multiple,Un monopolista maximiza beneficios donde:,"IMg = CMg, pero cobra P > CMg usando la curva de demanda",P = CMg como en competencia perfecta,IMg = P = CMg,CMg es mínimo,a,"Regla universal: producir donde IMg = CMg. Pero el monopolista tiene poder de mercado: la curva de demanda tiene pendiente negativa, por tanto IMg < P. Produce donde IMg = CMg, luego usa la DEMANDA para fijar P > CMg.",IMg = CMg (producción); P > IMg (precio),true,2026-02-01 16:29:51.846067
25,8,estructuras_mercado,Ineficiencia del Monopolio,avanzado,opcion_multiple,La pérdida irrecuperable de eficiencia (deadweight loss) en monopolio se debe a:,Transacciones con valor social positivo (disposición a pagar > costo marginal) que NO se realizan,Los altos costos fijos del monopolista,La discriminación de precios,Los beneficios extraordinarios del monopolio,a,El monopolista restringe producción (Q_monopolio < Q_competencia) para subir el precio. Hay consumidores que pagarían MÁS del CMg pero MENOS del P_monopolio. Esas transacciones mutuamente beneficiosas NO ocurren. Eso es ineficiencia económica pura (DWL).,DWL = Área entre Demanda y CMg no transada,true,2026-02-01 16:29:51.846067
26,8,estructuras_mercado,Modelo de Bertrand,intermedio,opcion_multiple,"En el modelo de Bertrand con productos homogéneos, el resultado es:",P = CMg (como competencia perfecta),P = Precio de monopolio,P > CMg pero < monopolio (colusión tácita),Depende del número de empresas,a,"Paradoja de Bertrand: Con solo DOS empresas compitiendo en PRECIOS (productos homogéneos), el resultado es P = CMg (competencia perfecta). Cada empresa tiene incentivo a bajar precio ligeramente para capturar TODO el mercado. Se undercutean hasta P = CMg. Beneficios = 0.",Bertrand + Homogéneos → P = CMg,true,2026-02-01 16:29:51.846067
27,8,estructuras_mercado,Competencia Monopolística,avanzado,opcion_multiple,"En competencia monopolística, el equilibrio de largo plazo tiene:","P > CMg, beneficio económico = 0, exceso de capacidad","P = CMg, beneficio económico = 0","P > CMg, beneficios positivos permanentes","P < CMe, pérdidas permanentes",a,"Similar a monopolio: P > CMg (poder de mercado por diferenciación). Pero como hay libre entrada (similar a CP), beneficios extraordinarios atraen competencia hasta que π = 0. Tangencia: P = CMe pero P > CMg. Produce menos del CMe mínimo (exceso de capacidad).","CM-LP: P = CMe > CMg, exceso capacidad",true,2026-02-01 16:29:51.846067
28,6,politica_fiscal,Multiplicador del Gasto,basico,opcion_multiple,El multiplicador del gasto público es:,1 / (1 - c(1-t)),c / (1-c),1 / (1-c),t / (1-t),a,"Multiplicador completo: k = 1/(1-c(1-t)), donde c = propensión marginal a consumir, t = tasa impositiva. Si c=0.8 y t=0.25: k = 1/(1-0.8×0.75) = 1/0.4 = 2.5. Cada peso de G aumenta Y en $2.50 (vía consumo inducido).",k = 1 / (1 - c(1-t)),true,2026-02-01 16:29:51.846067
29,8,teoria_juegos,Equilibrio de Nash,basico,opcion_multiple,"En el siguiente juego, ¿cuál es el Equilibrio de Nash?

        Jugador 2: Izq  Der
Jugador 1: 
Arriba        (3,3)  (0,5)
Abajo         (5,0)  (1,1)","(Arriba, Izquierda) con payoff (3,3)","(Abajo, Derecha) con payoff (1,1)","(Arriba, Derecha) con payoff (0,5)",No hay equilibrio de Nash,b,"Equilibrio de Nash: ninguno puede mejorar unilateralmente. En (Abajo,Derecha): Si J1 cambia a Arriba, baja de 1 a 0. Si J2 cambia a Izquierda, baja de 1 a 0. Nadie mejora. Es estable. (3,3) NO es equilibrio: cada uno querría traicionar para ganar 5.",Nash: Mejor respuesta mutua,true,2026-02-01 16:29:51.846067
30,8,teoria_juegos,Estrategia Dominante,intermedio,opcion_multiple,¿Qué es una estrategia dominante?,La mejor estrategia independientemente de lo que haga el rival,La estrategia que siempre gana,La estrategia con mayor payoff en el equilibrio de Nash,La estrategia que el líder elige en Stackelberg,a,"Estrategia dominante: Tu mejor opción SIN IMPORTAR lo que haga el otro jugador. Ejemplo: ""Traicionar"" en el Dilema del Prisionero. Sea que el otro coopere o traicione, TÚ siempre estás mejor traicionando. Es raro que exista.","u(D, s_{-i}) > u(s_i, s_{-i}) ∀ s_i, s_{-i}",true,2026-02-01 16:29:51.846067
31,8,teoria_juegos,Dilema del Prisionero,avanzado,opcion_multiple,El Dilema del Prisionero muestra que:,El equilibrio de Nash puede ser Pareto-ineficiente,La cooperación siempre es racional,No existe equilibrio de Nash en juegos simultáneos,El jugador con más información siempre gana,a,"En el Dilema del Prisionero, (Traicionar, Traicionar) es el Equilibrio de Nash, pero ambos estarían MEJOR en (Cooperar, Cooperar). El equilibrio es Pareto-ineficiente: existe otro resultado que mejoraría a ambos. Muestra que racionalidad individual ≠ óptimo colectivo.",Nash puede ser subóptimo socialmente,true,2026-02-01 16:29:51.846067
32,8,teoria_juegos,Modelo de Cournot,intermedio,opcion_multiple,"En el modelo de Cournot, las empresas compiten en:",Cantidades simultáneamente,Precios simultáneamente,Cantidades secuencialmente,Publicidad,a,Cournot: Competencia en CANTIDADES. Cada empresa elige cuánto producir SIMULTÁNEAMENTE. El precio se determina por la demanda del mercado. Resultado: Q_Cournot > Q_Monopolio pero < Q_Competencia. P_Cournot intermedio.,Cournot: Competencia en q simultánea,true,2026-02-01 16:29:51.846067
33,8,teoria_juegos,Modelo de Stackelberg,avanzado,opcion_multiple,"En el modelo de Stackelberg, el líder tiene ventaja porque:","Se compromete primero, lo que influye en la decisión del seguidor (credibilidad)",Produce más barato que el seguidor,Puede cobrar precios más altos,No enfrenta competencia,a,"Ventaja del primer movedor: Al producir PRIMERO, el líder se ""compromete"" a una cantidad. El seguidor observa y elige su mejor respuesta. El líder anticipa esto y elige la cantidad óptima considerando la reacción del seguidor. Gana más que en Cournot simultáneo.",Stackelberg: Líder mueve primero (ventaja),true,2026-02-01 16:29:51.846067
34,6,pib_contabilidad,Definición de PIB,basico,opcion_multiple,El PIB mide:,El valor de mercado de todos los bienes y servicios finales producidos en un país durante un año,El ingreso total de todos los residentes de un país,La riqueza total de un país,Solo los bienes físicos producidos (no servicios),a,"PIB = valor de mercado de bienes y servicios FINALES (no intermedios para evitar doble conteo) producidos DENTRO del país (no importa nacionalidad del productor) en un PERIODO determinado (flujo, no stock).",PIB = Valor bienes finales en periodo t,true,2026-02-01 16:29:51.846067
35,6,pib_contabilidad,PIB Real vs Nominal,intermedio,opcion_multiple,"PIB Nominal = $10,000, Deflactor del PIB = 125 (base 100). ¿Cuál es el PIB Real?","$8,000","$10,000","$12,500","$7,500",a,"PIB Real = (PIB Nominal / Deflactor) × 100 = (10,000 / 125) × 100 = $8,000. El deflactor de 125 indica que los precios subieron 25% desde el año base. Al deflactar, eliminamos ese efecto inflacionario.",PIB Real = (PIB Nominal / Deflactor) × 100,true,2026-02-01 16:29:51.846067
36,6,pib_contabilidad,Qué cuenta en PIB,basico,opcion_multiple,¿Cuál de las siguientes transacciones SÍ cuenta en el PIB de este año?,La compra de un auto nuevo 2025,La compra de un auto usado 2020,La compra de acciones de Tesla en la Bolsa,El pago de pensión de un jubilado,a,"Solo el auto NUEVO cuenta (producción corriente). El auto usado ya se contó en 2020. Las acciones son activos financieros, no producción (solo cuenta la comisión del broker). La pensión es transferencia, no producción.",PIB = Solo producción corriente,true,2026-02-01 16:29:51.846067
37,6,pib_contabilidad,Descomposición Nominal/Real,avanzado,opcion_multiple,"Si el PIB Nominal creció 10% pero el PIB Real solo creció 4%, la inflación aproximada fue:",6%,14%,2.5%,10%,a,"Aproximación: %ΔPIB Nominal ≈ %ΔPIB Real + Inflación. Entonces: 10% ≈ 4% + Inflación. Inflación ≈ 6%. Es la ""Ecuación de Fisher"" para el PIB. El crecimiento nominal se descompone en real + precios.",%ΔNominal ≈ %ΔReal + %ΔPrecios,true,2026-02-01 16:29:51.846067
38,6,pib_contabilidad,Identidad del Gasto,intermedio,opcion_multiple,"En el enfoque del GASTO, PIB =",C + I + G + (X - M),C + S + T,Salarios + Rentas + Intereses + Beneficios,Suma del valor agregado de cada industria,a,"Enfoque del Gasto: suma de todos los gastos finales. C = Consumo privado, I = Inversión bruta, G = Gasto gubernamental, (X-M) = Exportaciones netas. Es la identidad fundamental de la Contabilidad Nacional.",PIB = C + I + G + (X - M),true,2026-02-01 16:29:51.846067
39,6,pib_contabilidad,PIB vs PNB,avanzado,opcion_multiple,¿Cuál es la diferencia entre PIB y PNB (PNI)?,PIB es producción dentro del territorio; PNB es ingreso de los nacionales (incluye RFN),PIB incluye depreciación; PNB no,PIB es nominal; PNB es real,"No hay diferencia, son sinónimos",a,"PIB = Producción DENTRO del país (sin importar nacionalidad). PNB (Ingreso Nacional Bruto) = Ingreso de NACIONALES (dentro y fuera del país). PNB = PIB + Renta de Factores del exterior Netos (RFN). Si trabajas en USA pero eres mexicano, cuentas en PNB de México pero PIB de USA.",PNB = PIB + RFN (Renta Factores Netos),true,2026-02-01 16:29:51.846067
40,6,modelo_islm,Pendiente de IS,basico,opcion_multiple,La curva IS tiene pendiente negativa porque:,Mayor tasa de interés → Menor inversión → Menor producción,Mayor tasa de interés → Mayor ahorro → Mayor producción,Mayor producción → Menor consumo,"La curva IS tiene pendiente positiva, no negativa",a,"IS = equilibrio en mercado de BIENES. Cuando sube i (tasa de interés), la inversión (I) cae (más caro pedir préstamos). Menor I → Menor Demanda Agregada → Menor Y (producción). Relación inversa entre i e Y.",IS: ↑i → ↓I → ↓Y (pendiente negativa),true,2026-02-01 16:29:51.846067
41,6,modelo_islm,Desplazamiento de IS,intermedio,opcion_multiple,Una política fiscal EXPANSIVA (↑G) desplaza la curva IS:,"A la derecha, aumentando Y e i","A la izquierda, reduciendo Y e i","No afecta IS, solo LM","A la derecha, aumentando Y pero reduciendo i",a,↑G → ↑Demanda Agregada → IS se desplaza a la DERECHA. Nuevo equilibrio: Y más alto (↑producción) pero i también sube (efecto crowding-out: el gobierno compite por fondos prestables). Es el dilema de la política fiscal.,"↑G → IS derecha → ↑Y, ↑i",true,2026-02-01 16:29:51.846067
42,6,politica_fiscal,Multiplicador Keynesiano,intermedio,opcion_multiple,"Si c = 0.8 (propensión marginal a consumir) y NO hay impuestos (t=0), el multiplicador es:",5,1.25,0.8,4,a,Multiplicador simple: k = 1/(1-c) = 1/(1-0.8) = 1/0.2 = 5. Cada peso de gasto gubernamental genera $5 de PIB total. Rondas sucesivas: $1 + $0.80 + $0.64 + $0.512 + ... = $5 (serie geométrica).,k = 1/(1-c) cuando t=0,true,2026-02-01 16:29:51.846067
43,6,modelo_islm,Pendiente de LM,basico,opcion_multiple,La curva LM tiene pendiente positiva porque:,Mayor producción → Mayor demanda de dinero → Mayor tasa de interés,Mayor tasa de interés → Mayor producción,Mayor oferta monetaria → Mayor producción,La curva LM es horizontal,a,"LM = equilibrio en mercado de DINERO. Cuando sube Y (producción), la gente necesita más dinero para transacciones. Con oferta monetaria fija (M/P constante), mayor demanda de dinero → sube i. Relación directa entre Y e i.",LM: ↑Y → ↑L(demanda dinero) → ↑i,true,2026-02-01 16:29:51.846067
44,6,modelo_islm,Crowding-Out,avanzado,opcion_multiple,"¿Qué es el efecto ""crowding-out""?","El gasto público aumenta la tasa de interés, desplazando inversión privada",La política monetaria anula la política fiscal,El consumo privado sustituye al gasto público,Las exportaciones caen cuando sube el gasto público,a,"Cuando el gobierno aumenta G (política fiscal), compite por fondos → tasa de interés sube (IS derecha). La i alta DESALIENTA inversión privada (I cae). El efecto neto en Y es menor que el multiplicador puro. El gasto público ""desplaza"" (crowds out) inversión privada.",↑G → ↑i → ↓I (inversión privada),true,2026-02-01 16:29:51.846067
45,6,modelo_islm,Desplazamiento de LM,intermedio,opcion_multiple,Una política monetaria EXPANSIVA (↑M) desplaza la curva LM:,"A la derecha, aumentando Y y reduciendo i","A la izquierda, reduciendo Y y aumentando i","No afecta LM, solo IS","A la derecha, aumentando tanto Y como i",a,"↑M (oferta monetaria) → LM se desplaza a la DERECHA. Con más dinero disponible, para cualquier nivel de Y, la tasa i es MENOR. Nuevo equilibrio: Y más alto, i más bajo. Estimula economía sin crowding-out (de hecho, incentiva inversión).","↑M → LM derecha → ↑Y, ↓i",true,2026-02-01 16:29:51.846067
46,6,modelo_islm,Trampa de Liquidez,avanzado,opcion_multiple,La Trampa de Liquidez ocurre cuando:,"i ≈ 0, la LM es horizontal, política monetaria inefectiva",El multiplicador fiscal es cero,IS y LM no se intersectan,La inflación es muy alta,a,"Cuando i está cerca de CERO, la gente es indiferente entre bonos y dinero (ambos rinden ~0). Aumentar M no baja más la tasa. LM horizontal. La política monetaria ""pierde tracción"". Solo queda política fiscal. Caso: Japón años 90, USA 2008-2015.","Trampa: i→0, LM horizontal, ΔM→0 efecto",true,2026-02-01 16:29:51.846067
47,6,mundell_fleming,Trinidad Imposible,basico,opcion_multiple,"La ""Trinidad Imposible"" establece que NO puedes tener simultáneamente:","Tipo de cambio fijo, libre movilidad de capitales, y política monetaria independiente","Inflación baja, desempleo bajo, y crecimiento alto","Déficit fiscal, déficit comercial, y déficit de cuenta corriente","Política fiscal, política monetaria, y política comercial",a,"Solo puedes elegir DOS de los tres. Ejemplo: Si fijas tipo de cambio Y permites capitales libres, NO puedes tener política monetaria independiente (cualquier cambio en i provoca flujo de capitales que te obliga a defender el tipo de cambio).","Elige 2 de 3: Tipo fijo, Capitales libres, Política monetaria",true,2026-02-01 16:29:51.846067
48,6,mundell_fleming,Política Monetaria con Tipo Fijo,intermedio,opcion_multiple,"Con tipo de cambio FIJO y libre movilidad de capitales, una política monetaria EXPANSIVA:",Es INEFECTIVA (se auto-destruye),Es muy efectiva para aumentar Y,Deprecia la moneda permanentemente,"Solo afecta la inflación, no Y",a,Intentas expandir M → i baja → capitales SALEN (buscan mayor rendimiento afuera) → presión a depreciar → Banco Central VENDE divisas y COMPRA moneda local (defendiendo tipo fijo) → M regresa a su nivel original. ¡La política monetaria se anula sola!,Tipo fijo + Capitales libres → PM inefectiva,true,2026-02-01 16:29:51.846067
49,6,mundell_fleming,Política Fiscal con Tipo Flexible,avanzado,opcion_multiple,"Con tipo de cambio FLEXIBLE y libre movilidad de capitales, una política fiscal EXPANSIVA:",Es INEFECTIVA (apreciación anula el efecto),Es muy efectiva (mayor que en economía cerrada),Deprecia la moneda permanentemente,Solo afecta el sector externo,a,"↑G → IS derecha → i sube → ENTRAN capitales (buscan mayor i) → APRECIA moneda → Exportaciones caen, Importaciones suben → (X-M) cae → IS regresa casi a su lugar original. El efecto en Y es NULO. La apreciación ""anula"" la política fiscal.",Tipo flexible + Capitales libres → PF inefectiva,true,2026-02-01 16:29:51.846067
50,6,mundell_fleming,Caso México,intermedio,opcion_multiple,¿Qué combinación de la Trinidad Imposible tiene actualmente México?,Tipo de cambio flexible + Libre movilidad de capitales = Política monetaria independiente,Tipo de cambio fijo + Política monetaria independiente = Sin movilidad de capitales,Tipo fijo + Capitales libres = Sin política monetaria,México no participa en la Trinidad Imposible,a,México (desde 1994): Tipo de cambio FLOTANTE (flexible) + Capitales LIBRES = Política Monetaria INDEPENDIENTE. Banxico puede subir/bajar tasas sin preocuparse por defender un tipo de cambio. El peso sube o baja libremente.,MX: Tipo flexible + K libre → PM independiente,true,2026-02-01 16:29:51.846067
